age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,salary
42,Private,Doctorate,16,Separated,Tech-support,Not-in-family,White,Female,13,116926
29,Self-emp,Bachelors,7,Single,Sales,Own-child,White,Female,13,40029
32,Private,Masters,9,Single,Other-service,Own-child,Amer-Indian-Eskimo,Male,58,126710
43,Self-emp,Doctorate,15,Widowed,Sales,Wife,Black,Female,98,100919
58,Self-emp,Some-college,5,Married,Craft-repair,Unmarried,White,Male,85,31918
62,Unemployed,Some-college,2,Single,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,34,29282
43,Private,Bachelors,15,Married,Exec-managerial,Unmarried,Black,Female,43,53815
64,Unemployed,Doctorate,5,Married,Other-service,Own-child,White,Female,28,127349
49,Government,Some-college,4,Married,Other-service,Own-child,White,Female,56,35436
27,Government,Bachelors,8,Married,Sales,Own-child,Black,Female,47,44346
33,Government,Assoc,16,Separated,Sales,Own-child,Black,Male,35,95484
24,Self-emp,Bachelors,15,Separated,Craft-repair,Husband,Other,Male,78,44352
34,Self-emp,HS-grad,5,Widowed,Prof-specialty,Own-child,Other,Male,82,43212
40,Self-emp,Assoc,9,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,19,55932
43,Private,Doctorate,9,Single,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,83,102512
38,Unemployed,Assoc,3,Separated,Other-service,Own-child,Asian-Pac-Islander,Male,97,64123
39,Self-emp,Assoc,13,Single,Prof-specialty,Own-child,Other,Female,51,60845
24,Unemployed,Doctorate,10,Single,Craft-repair,Unmarried,Black,Female,99,89554
31,Unemployed,Doctorate,15,Married,Prof-specialty,Own-child,Other,Female,20,122351
32,Unemployed,Some-college,6,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,29,31674
24,Private,HS-grad,6,Married,Other-service,Wife,Amer-Indian-Eskimo,Male,72,46763
26,Private,Doctorate,4,Married,Tech-support,Husband,Amer-Indian-Eskimo,Female,89,96756
68,Government,Masters,11,Separated,Other-service,Unmarried,Black,Male,81,90402
65,Government,Masters,13,Separated,Tech-support,Wife,White,Male,65,114530
25,Unemployed,HS-grad,10,Single,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,38,47670
67,Government,Bachelors,3,Separated,Other-service,Not-in-family,Other,Male,49,64173
40,Unemployed,Bachelors,1,Separated,Other-service,Husband,White,Male,94,57374
46,Private,Masters,12,Divorced,Other-service,Not-in-family,Other,Female,28,120811
35,Private,Doctorate,7,Single,Other-service,Husband,Amer-Indian-Eskimo,Male,33,77419
48,Private,HS-grad,15,Single,Craft-repair,Not-in-family,Black,Female,13,37155
47,Self-emp,Bachelors,15,Divorced,Sales,Not-in-family,White,Female,88,92549
69,Unemployed,Bachelors,5,Single,Other-service,Wife,White,Male,44,95423
56,Private,Assoc,14,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,86,96416
52,Unemployed,Masters,10,Widowed,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,52,78671
35,Government,Doctorate,15,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Male,77,97417
59,Government,HS-grad,7,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,76,25366
56,Private,Bachelors,1,Widowed,Other-service,Own-child,Black,Female,41,72757
34,Unemployed,Assoc,8,Divorced,Other-service,Husband,Black,Female,49,75118
31,Private,Masters,3,Widowed,Tech-support,Husband,Amer-Indian-Eskimo,Male,7,97239
48,Government,Masters,7,Married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,36,120321
41,Private,HS-grad,12,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,93,27098
52,Unemployed,Bachelors,3,Single,Other-service,Own-child,Amer-Indian-Eskimo,Male,93,88347
61,Government,HS-grad,14,Widowed,Other-service,Unmarried,Black,Male,26,32860
62,Self-emp,HS-grad,3,Single,Craft-repair,Husband,Asian-Pac-Islander,Male,27,56081
51,Government,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,24,24873
20,Self-emp,Assoc,9,Widowed,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,95,84917
54,Private,Masters,13,Single,Other-service,Husband,Other,Female,71,134259
60,Private,Some-college,2,Separated,Exec-managerial,Own-child,White,Male,81,35695
57,Unemployed,Doctorate,14,Separated,Tech-support,Wife,Amer-Indian-Eskimo,Female,33,116645
43,Self-emp,Masters,4,Married,Tech-support,Unmarried,Asian-Pac-Islander,Female,98,109306
40,Private,Masters,6,Divorced,Tech-support,Own-child,Other,Male,18,123647
61,Self-emp,Assoc,14,Single,Other-service,Wife,Asian-Pac-Islander,Female,5,56232
56,Private,Doctorate,3,Married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,1,136575
32,Government,Bachelors,12,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Male,71,46257
66,Private,Doctorate,10,Separated,Other-service,Unmarried,White,Male,98,102595
21,Unemployed,Bachelors,14,Single,Exec-managerial,Own-child,Asian-Pac-Islander,Female,3,67425
46,Government,Doctorate,10,Widowed,Sales,Not-in-family,Other,Female,36,77452
39,Unemployed,HS-grad,7,Separated,Sales,Not-in-family,White,Female,35,41795
42,Government,Doctorate,7,Widowed,Sales,Husband,Asian-Pac-Islander,Male,51,102440
30,Self-emp,Some-college,15,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,12,28890
35,Unemployed,Some-college,5,Single,Prof-specialty,Unmarried,White,Female,15,30383
50,Private,Assoc,3,Single,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,4,64299
33,Self-emp,Bachelors,2,Widowed,Tech-support,Own-child,Black,Male,56,81552
62,Private,Masters,15,Married,Other-service,Wife,Black,Male,97,113987
59,Government,Assoc,15,Widowed,Prof-specialty,Unmarried,White,Male,16,68468
61,Government,Some-college,4,Widowed,Tech-support,Wife,White,Male,93,17652
19,Private,Some-college,14,Single,Other-service,Wife,Asian-Pac-Islander,Male,6,38315
52,Private,Bachelors,15,Divorced,Other-service,Not-in-family,Other,Male,63,73404
59,Self-emp,Some-college,13,Separated,Tech-support,Unmarried,Other,Female,23,39684
51,Private,Some-college,4,Single,Exec-managerial,Unmarried,Black,Male,77,24468
47,Unemployed,Bachelors,11,Married,Sales,Husband,Black,Male,44,87228
30,Unemployed,Some-college,8,Separated,Prof-specialty,Wife,Black,Male,1,24698
30,Private,Masters,8,Single,Other-service,Own-child,Amer-Indian-Eskimo,Male,57,130870
35,Unemployed,HS-grad,13,Single,Craft-repair,Not-in-family,Other,Male,76,51049
49,Private,Assoc,5,Divorced,Other-service,Husband,White,Female,27,79912
49,Self-emp,Masters,13,Married,Sales,Not-in-family,Black,Male,25,120134
52,Unemployed,Masters,6,Married,Other-service,Own-child,Asian-Pac-Islander,Female,86,140460
56,Unemployed,HS-grad,8,Single,Craft-repair,Husband,White,Female,62,35296
63,Private,Assoc,15,Divorced,Exec-managerial,Not-in-family,White,Male,98,40655
69,Unemployed,Masters,1,Single,Other-service,Own-child,White,Male,18,105700
46,Government,Some-college,5,Widowed,Prof-specialty,Husband,Other,Male,80,33911
66,Self-emp,HS-grad,4,Widowed,Exec-managerial,Own-child,Black,Female,93,51791
46,Self-emp,Assoc,16,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,30,97714
61,Unemployed,Doctorate,4,Single,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,30,141477
33,Unemployed,Bachelors,11,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,84,68273
61,Government,Some-college,2,Single,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,47,29368
64,Government,HS-grad,10,Single,Other-service,Wife,Asian-Pac-Islander,Male,22,39009
27,Unemployed,Bachelors,1,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,42,55902
47,Unemployed,Doctorate,14,Separated,Other-service,Own-child,Asian-Pac-Islander,Female,34,95644
42,Government,Masters,15,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,63,138540
56,Private,Masters,6,Married,Sales,Unmarried,Black,Male,4,108758
37,Government,Assoc,7,Divorced,Exec-managerial,Wife,Black,Female,31,76207
22,Private,HS-grad,5,Married,Craft-repair,Unmarried,Black,Female,51,50461
18,Self-emp,HS-grad,16,Widowed,Exec-managerial,Own-child,White,Male,50,45486
47,Self-emp,Assoc,15,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,14,73097
66,Government,Bachelors,8,Single,Exec-managerial,Husband,Other,Male,8,40391
20,Private,Masters,9,Single,Exec-managerial,Wife,Other,Male,69,125859
62,Government,Masters,11,Widowed,Prof-specialty,Own-child,Other,Male,8,146757
31,Government,HS-grad,11,Married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,11,27240
47,Private,HS-grad,2,Single,Prof-specialty,Unmarried,Black,Female,29,35545
67,Government,Assoc,11,Married,Craft-repair,Not-in-family,Black,Female,55,60805
21,Self-emp,Doctorate,13,Widowed,Prof-specialty,Wife,Black,Male,85,137228
35,Unemployed,Bachelors,4,Single,Craft-repair,Husband,Amer-Indian-Eskimo,Male,39,72219
54,Unemployed,Some-college,11,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,13,25603
42,Government,Doctorate,9,Separated,Prof-specialty,Unmarried,White,Female,64,148778
65,Private,Doctorate,5,Married,Exec-managerial,Husband,Black,Male,49,104558
18,Private,HS-grad,3,Married,Other-service,Own-child,Asian-Pac-Islander,Male,19,52684
63,Self-emp,HS-grad,6,Married,Sales,Wife,Other,Male,67,33635
32,Private,HS-grad,15,Married,Other-service,Husband,White,Female,98,45821
26,Private,Doctorate,3,Widowed,Prof-specialty,Wife,Other,Female,83,103545
32,Self-emp,Bachelors,14,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Female,96,94793
66,Government,HS-grad,5,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,52,34585
41,Unemployed,Masters,3,Widowed,Tech-support,Not-in-family,Other,Female,78,71278
21,Self-emp,Bachelors,6,Single,Sales,Wife,White,Female,71,48229
29,Government,Masters,12,Widowed,Other-service,Not-in-family,Other,Female,20,110635
54,Self-emp,Bachelors,16,Single,Exec-managerial,Not-in-family,Other,Male,96,47585
54,Government,HS-grad,10,Divorced,Sales,Own-child,Other,Male,54,56586
60,Self-emp,Some-college,5,Widowed,Tech-support,Husband,White,Male,95,20634
23,Government,Assoc,14,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,86,54358
56,Self-emp,HS-grad,9,Widowed,Tech-support,Wife,White,Female,5,47244
63,Government,Doctorate,16,Divorced,Other-service,Own-child,Other,Female,95,96651
41,Self-emp,Some-college,3,Separated,Prof-specialty,Not-in-family,Black,Male,79,16392
28,Unemployed,Doctorate,6,Divorced,Sales,Wife,Black,Male,62,124335
30,Unemployed,Bachelors,8,Single,Prof-specialty,Husband,Asian-Pac-Islander,Female,17,54232
51,Private,Doctorate,7,Married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,53,149288
42,Government,Some-college,16,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,37,21699
24,Self-emp,Some-college,6,Married,Tech-support,Wife,Asian-Pac-Islander,Male,19,15064
69,Government,HS-grad,14,Separated,Prof-specialty,Unmarried,Black,Female,10,56153
21,Unemployed,Masters,15,Separated,Tech-support,Wife,White,Male,44,114269
25,Government,HS-grad,2,Single,Tech-support,Unmarried,Asian-Pac-Islander,Female,98,43106
37,Self-emp,Bachelors,16,Single,Prof-specialty,Husband,Asian-Pac-Islander,Female,49,52945
46,Government,Doctorate,15,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,89,91489
68,Self-emp,Masters,7,Widowed,Exec-managerial,Own-child,Black,Female,37,89595
62,Unemployed,Assoc,8,Separated,Prof-specialty,Unmarried,White,Male,58,60012
63,Unemployed,Some-college,1,Married,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,92,15221
27,Unemployed,Masters,15,Widowed,Craft-repair,Own-child,White,Female,15,78531
60,Private,Masters,9,Separated,Craft-repair,Own-child,White,Male,20,118831
51,Unemployed,HS-grad,4,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,55,32597
43,Government,Assoc,8,Separated,Tech-support,Wife,Amer-Indian-Eskimo,Female,13,67938
58,Private,Some-college,15,Single,Sales,Unmarried,Asian-Pac-Islander,Female,20,31886
66,Unemployed,Bachelors,10,Married,Tech-support,Husband,Other,Female,43,58783
20,Government,Bachelors,7,Married,Prof-specialty,Own-child,White,Female,95,86143
23,Government,Masters,14,Single,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,82,72261
22,Government,Masters,13,Widowed,Tech-support,Own-child,Black,Female,41,92451
22,Self-emp,Doctorate,10,Single,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,48,78490
64,Private,Assoc,7,Married,Other-service,Husband,Other,Female,56,52228
40,Government,Some-college,2,Divorced,Prof-specialty,Unmarried,Other,Male,92,35344
66,Self-emp,Masters,16,Widowed,Tech-support,Wife,Other,Female,68,70733
26,Unemployed,Doctorate,1,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Female,88,73531
52,Government,Assoc,4,Divorced,Tech-support,Wife,Black,Female,44,54019
37,Self-emp,Some-college,12,Widowed,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,73,38211
66,Government,Bachelors,16,Married,Exec-managerial,Husband,White,Male,47,76228
59,Private,Doctorate,16,Married,Exec-managerial,Husband,Black,Male,50,77364
52,Private,Assoc,2,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,32,59164
67,Unemployed,Doctorate,8,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Male,96,90470
35,Government,Masters,10,Separated,Other-service,Wife,White,Male,54,79359
34,Self-emp,HS-grad,16,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,39,53114
41,Unemployed,Bachelors,7,Single,Prof-specialty,Husband,White,Male,85,52453
20,Government,Masters,8,Divorced,Craft-repair,Wife,White,Female,58,77152
49,Unemployed,Masters,11,Widowed,Craft-repair,Wife,Other,Female,61,138403
52,Self-emp,Assoc,6,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,91,58070
55,Unemployed,Doctorate,1,Separated,Tech-support,Not-in-family,Black,Male,72,82750
30,Unemployed,Bachelors,14,Widowed,Prof-specialty,Unmarried,Other,Female,83,84645
64,Unemployed,Masters,13,Married,Sales,Unmarried,Other,Female,93,122765
42,Government,Assoc,13,Married,Craft-repair,Wife,Amer-Indian-Eskimo,Male,19,85486
26,Self-emp,Bachelors,12,Widowed,Craft-repair,Not-in-family,White,Male,69,61005
21,Private,Doctorate,9,Divorced,Other-service,Not-in-family,White,Female,22,142066
31,Government,Masters,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,35,121060
54,Private,Some-college,12,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,10,31682
51,Private,Masters,13,Married,Craft-repair,Not-in-family,White,Female,15,112299
28,Government,Masters,10,Separated,Craft-repair,Wife,Other,Female,2,72974
58,Government,Bachelors,1,Widowed,Other-service,Husband,Other,Female,22,68366
20,Self-emp,Bachelors,1,Divorced,Prof-specialty,Own-child,White,Female,99,70260
45,Self-emp,Bachelors,16,Separated,Tech-support,Unmarried,White,Female,83,51659
46,Unemployed,Bachelors,8,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,12,80921
26,Private,Assoc,6,Married,Craft-repair,Own-child,White,Female,98,48182
20,Self-emp,HS-grad,8,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,62,41703
42,Unemployed,Assoc,8,Single,Sales,Unmarried,Other,Male,45,51292
51,Self-emp,Masters,15,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,58,103883
29,Government,Assoc,11,Single,Craft-repair,Wife,White,Male,20,55263
59,Self-emp,Doctorate,14,Separated,Sales,Unmarried,Black,Male,51,110321
26,Private,Some-college,8,Single,Tech-support,Own-child,White,Male,7,28204
32,Self-emp,Bachelors,10,Single,Tech-support,Husband,Black,Female,24,92308
57,Private,Doctorate,15,Separated,Other-service,Husband,Other,Male,67,125383
42,Government,Some-college,7,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,70,20269
22,Private,Doctorate,7,Separated,Other-service,Unmarried,Other,Female,97,110776
28,Self-emp,Masters,10,Married,Sales,Unmarried,Other,Male,53,76309
51,Unemployed,Bachelors,4,Married,Tech-support,Husband,Other,Female,34,66752
41,Government,Doctorate,9,Single,Other-service,Own-child,Asian-Pac-Islander,Male,33,148929
32,Self-emp,Masters,12,Separated,Exec-managerial,Unmarried,Other,Male,93,92448
55,Government,Bachelors,2,Separated,Other-service,Wife,Amer-Indian-Eskimo,Female,23,46379
25,Government,HS-grad,11,Separated,Tech-support,Wife,White,Male,58,59900
22,Self-emp,Masters,9,Widowed,Exec-managerial,Unmarried,Black,Male,68,86555
65,Self-emp,Assoc,10,Divorced,Sales,Own-child,Other,Male,69,43877
43,Unemployed,Bachelors,3,Divorced,Exec-managerial,Wife,Black,Female,98,73541
35,Government,Doctorate,14,Divorced,Tech-support,Own-child,Other,Female,80,141796
23,Government,Some-college,13,Widowed,Craft-repair,Husband,Asian-Pac-Islander,Female,40,39945
54,Self-emp,Doctorate,15,Separated,Exec-managerial,Not-in-family,Black,Female,47,130462
65,Private,Assoc,16,Divorced,Tech-support,Husband,Other,Female,43,63604
30,Self-emp,Assoc,2,Separated,Other-service,Not-in-family,Other,Male,61,90615
45,Government,Doctorate,13,Single,Craft-repair,Wife,Amer-Indian-Eskimo,Male,42,123228
22,Self-emp,Some-college,4,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,62,17521
30,Unemployed,Bachelors,5,Single,Sales,Not-in-family,Amer-Indian-Eskimo,Female,67,69817
34,Private,Masters,2,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,55,141801
67,Self-emp,Assoc,13,Married,Sales,Not-in-family,Black,Female,49,61569
57,Unemployed,Assoc,15,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,49,72216
62,Government,Assoc,1,Widowed,Sales,Not-in-family,White,Female,78,76383
49,Self-emp,Some-college,10,Widowed,Sales,Unmarried,Other,Female,33,22767
46,Government,HS-grad,11,Divorced,Sales,Wife,Other,Male,28,46767
68,Unemployed,Some-college,5,Single,Prof-specialty,Wife,Other,Male,57,36170
20,Government,Bachelors,9,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,41,70902
57,Unemployed,Bachelors,15,Married,Prof-specialty,Own-child,Other,Female,79,89810
51,Unemployed,Bachelors,12,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,4,47101
57,Unemployed,Bachelors,12,Separated,Tech-support,Husband,White,Male,20,90655
44,Self-emp,Bachelors,15,Married,Tech-support,Husband,Asian-Pac-Islander,Female,89,45358
30,Government,Doctorate,5,Single,Other-service,Unmarried,Asian-Pac-Islander,Male,35,92826
62,Government,Assoc,12,Married,Tech-support,Own-child,Asian-Pac-Islander,Female,53,77715
50,Private,Some-college,11,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,39,38611
23,Private,Doctorate,10,Separated,Other-service,Not-in-family,Black,Female,53,107415
41,Private,Some-college,9,Divorced,Tech-support,Wife,Black,Female,86,35856
36,Private,HS-grad,14,Widowed,Prof-specialty,Own-child,White,Female,99,25127
33,Government,Masters,13,Widowed,Exec-managerial,Unmarried,Black,Female,92,107914
57,Unemployed,Assoc,12,Married,Craft-repair,Unmarried,White,Female,10,40305
45,Unemployed,HS-grad,10,Widowed,Exec-managerial,Husband,Other,Male,80,43833
50,Self-emp,Doctorate,6,Widowed,Tech-support,Not-in-family,Asian-Pac-Islander,Male,87,84821
65,Unemployed,Masters,3,Single,Other-service,Unmarried,Amer-Indian-Eskimo,Female,83,107345
58,Government,HS-grad,4,Single,Tech-support,Husband,White,Male,65,55194
30,Government,Some-college,4,Divorced,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,1,19467
60,Government,Masters,1,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,53,126249
62,Self-emp,Some-college,3,Single,Prof-specialty,Husband,Asian-Pac-Islander,Male,46,30699
42,Private,HS-grad,3,Married,Prof-specialty,Not-in-family,Other,Male,26,37017
59,Unemployed,Doctorate,13,Single,Craft-repair,Wife,Other,Female,98,132646
53,Government,Some-college,14,Divorced,Prof-specialty,Own-child,Black,Male,2,30242
44,Government,Masters,1,Separated,Prof-specialty,Unmarried,Other,Female,28,130895
55,Private,HS-grad,13,Widowed,Craft-repair,Husband,Asian-Pac-Islander,Male,84,56057
24,Government,Some-college,9,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,27,15444
22,Unemployed,Doctorate,11,Separated,Sales,Wife,White,Female,28,107940
60,Self-emp,Assoc,1,Widowed,Other-service,Unmarried,White,Female,31,86001
62,Government,Doctorate,9,Single,Craft-repair,Unmarried,Other,Male,47,118865
68,Unemployed,Doctorate,1,Married,Other-service,Husband,Black,Female,7,90276
48,Government,Assoc,16,Separated,Other-service,Wife,White,Female,72,81764
